"","VOTE_STATUS","VOTE_DIFFICULTY","VOTED_CANDIDATE_SUMMARY","VOTED_CANDIDATE","REGISTRATION_STATUS","ELIGIBILITY","INTERVIEWS","CASE_ID","VOTE_REASON","INTERVIEWS_CLEAN","ELIGIBILITY_CLEAN","REGISTRATION_STATUS_CLEAN","VOTED_CANDIDATE_CLEAN","VOTED_CANDIDATE_SUMMARY_CLEAN","VOTE_DIFFICULTY_CLEAN","VOTE_STATUS_CLEAN"
"14",-7,-7,-7,-7,-7,0,1,218542,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"15",-7,-7,-7,-7,-7,0,1,328203,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"16",-7,-7,-7,-7,-7,0,1,343813,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"17",-7,-7,-7,-7,-7,0,1,335539,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"18",-7,-7,-7,-7,-7,0,1,443980,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"19",-7,-7,-7,-7,-7,0,1,455051,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"20",-7,-7,-7,-7,-7,0,1,326023,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"21",-7,-7,-7,-7,-7,0,1,212025,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"22",-7,-7,-7,-7,-7,0,1,355915,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"23",-7,-7,-7,-7,-7,0,1,441854,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"24",-7,-7,-7,-7,-7,0,1,350989,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"25",-7,-7,-7,-7,-7,0,1,216850,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"26",-7,-7,-7,-7,-7,0,1,210807,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"27",-7,-7,-7,-7,-7,0,1,332462,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"28",-7,-7,-7,-7,-7,0,1,405728,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"29",-7,-7,-7,-7,-7,0,1,229153,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"30",-7,-7,-7,-7,-7,0,1,516116,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"31",-7,-7,-7,-7,-7,0,1,365714,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"32",-7,-7,-7,-7,-7,0,1,460350,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"33",-7,-7,-7,-7,-7,0,1,304665,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"34",-7,-7,-7,-7,-7,0,1,224578,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"35",-7,-7,-7,-7,-7,0,1,223483,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"36",-7,-7,-7,-7,-7,0,1,464451,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"37",-7,-7,-7,-7,-7,0,1,454522,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"38",-7,-7,-7,-7,-7,0,1,418212,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"39",-7,-7,-7,-7,-7,0,1,341442,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"40",-7,-7,-7,-7,-7,0,1,231910,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"41",-7,-7,-7,-7,-7,0,1,311663,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"42",-7,-7,-7,-7,-7,0,1,322854,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"43",-7,-7,-7,-7,-7,0,1,402712,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"44",-7,-7,-7,-7,-7,0,1,233114,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"45",-7,-7,-7,-7,-7,0,1,440820,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"46",-7,-7,-7,-7,-7,0,1,337870,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"47",-7,-7,-7,-7,-7,0,1,453703,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"48",-7,-7,-7,-7,-7,0,1,221302,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"49",-7,-7,-7,-7,-7,0,1,405612,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"50",-7,-7,-7,-7,-7,0,1,523633,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"51",-7,-7,-7,-7,-7,0,1,205751,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"52",-7,-7,-7,-7,-7,0,1,529471,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"53",-7,-7,-7,-7,-7,0,1,444761,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"54",-7,-7,-7,-7,-7,0,1,221487,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"55",-7,-7,-7,-7,-7,0,1,446668,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"56",-7,-7,-7,-7,-7,0,1,330985,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"57",-7,-7,-7,-7,-7,0,1,444891,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"58",-7,-7,-7,-7,-7,0,1,338736,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"59",-7,-7,-7,-7,-7,0,1,212513,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"60",-7,-7,-7,-7,-7,0,1,323147,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"61",-7,-7,-7,-7,-7,0,1,511531,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"62",-7,-7,-7,-7,-7,0,1,466006,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"63",-7,-7,-7,-7,-7,0,1,466501,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"64",-7,-7,-7,-7,-7,0,1,234209,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"65",-7,-7,-7,-7,-7,0,1,307282,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"66",-7,-7,-7,-7,-7,0,1,210371,-7,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"67",-7,-7,-7,-7,-7,1,1,354707,-7,"pre-election interview (only) complete","Concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"68",-7,-7,-7,-7,-7,1,1,208606,-7,"pre-election interview (only) complete","Concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"69",-7,-7,-7,-7,-7,1,1,308971,-7,"pre-election interview (only) complete","Concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"70",-7,-7,-7,-7,-7,1,1,432065,-7,"pre-election interview (only) complete","Concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"71",-7,-7,-7,-7,-7,1,1,209487,-7,"pre-election interview (only) complete","Concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"72",-7,-7,-7,-7,-7,1,1,210470,-7,"pre-election interview (only) complete","Concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"73",-7,-7,-7,-7,-7,1,1,349880,-7,"pre-election interview (only) complete","Concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"74",-7,-7,-7,-7,-7,1,1,230511,-7,"pre-election interview (only) complete","Concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"75",-7,-7,-7,-7,-7,1,1,424620,-7,"pre-election interview (only) complete","Concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"76",-7,-7,-7,-7,-7,2,1,308094,-7,"pre-election interview (only) complete","Concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"77",-7,-7,-7,-7,-7,2,1,212445,-7,"pre-election interview (only) complete","Concern",NA,NA,NA,"No post-election data, deleted due to incomplete interview",NA
"78",-6,-6,-6,-6,-6,0,1,514851,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"79",-6,-6,-6,-6,-6,0,1,217686,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"80",-6,-6,-6,-6,-6,0,1,302157,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"81",-6,-6,-6,-6,-6,0,1,358235,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"82",-6,-6,-6,-6,-6,0,1,408482,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"83",-6,-6,-6,-6,-6,0,1,462318,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"84",-6,-6,-6,-6,-6,0,1,321424,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"85",-6,-6,-6,-6,-6,0,1,335508,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"86",-6,-6,-6,-6,-6,0,1,516420,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"87",-6,-6,-6,-6,-6,0,1,355014,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"88",-6,-6,-6,-6,-6,0,1,400242,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"89",-6,-6,-6,-6,-6,0,1,363077,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"90",-6,-6,-6,-6,-6,0,1,462264,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"91",-6,-6,-6,-6,-6,0,1,459053,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"92",-6,-6,-6,-6,-6,0,1,236021,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"93",-6,-6,-6,-6,-6,0,1,426633,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"94",-6,-6,-6,-6,-6,0,1,334512,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"95",-6,-6,-6,-6,-6,0,1,301741,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"96",-6,-6,-6,-6,-6,0,1,411181,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"97",-6,-6,-6,-6,-6,0,1,365523,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"98",-6,-6,-6,-6,-6,0,1,311397,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"99",-6,-6,-6,-6,-6,0,1,216966,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"100",-6,-6,-6,-6,-6,0,1,505659,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"101",-6,-6,-6,-6,-6,0,1,407076,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"102",-6,-6,-6,-6,-6,0,1,513865,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"103",-6,-6,-6,-6,-6,0,1,442819,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"104",-6,-6,-6,-6,-6,0,1,337283,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"105",-6,-6,-6,-6,-6,0,1,454607,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"106",-6,-6,-6,-6,-6,0,1,318039,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"107",-6,-6,-6,-6,-6,0,1,446866,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"108",-6,-6,-6,-6,-6,0,1,305897,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"109",-6,-6,-6,-6,-6,0,1,333984,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"110",-6,-6,-6,-6,-6,0,1,427902,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"111",-6,-6,-6,-6,-6,0,1,333472,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"112",-6,-6,-6,-6,-6,0,1,458258,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"113",-6,-6,-6,-6,-6,0,1,210791,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"114",-6,-6,-6,-6,-6,0,1,332257,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"115",-6,-6,-6,-6,-6,0,1,506577,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"116",-6,-6,-6,-6,-6,0,1,422075,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"117",-6,-6,-6,-6,-6,0,1,515656,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"118",-6,-6,-6,-6,-6,0,1,422471,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"119",-6,-6,-6,-6,-6,0,1,309516,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"120",-6,-6,-6,-6,-6,0,1,230771,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"121",-6,-6,-6,-6,-6,0,1,502599,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"122",-6,-6,-6,-6,-6,0,1,227294,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"123",-6,-6,-6,-6,-6,0,1,323376,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"124",-6,-6,-6,-6,-6,0,1,313232,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"125",-6,-6,-6,-6,-6,0,1,205553,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"126",-6,-6,-6,-6,-6,0,1,301697,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"127",-6,-6,-6,-6,-6,0,1,419024,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"128",-6,-6,-6,-6,-6,0,1,344724,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"129",-6,-6,-6,-6,-6,0,1,220859,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"130",-6,-6,-6,-6,-6,0,1,337764,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"131",-6,-6,-6,-6,-6,0,1,201889,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"132",-6,-6,-6,-6,-6,0,1,334840,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"133",-6,-6,-6,-6,-6,0,1,202196,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"134",-6,-6,-6,-6,-6,0,1,359740,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"135",-6,-6,-6,-6,-6,0,1,427087,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"136",-6,-6,-6,-6,-6,0,1,354547,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"137",-6,-6,-6,-6,-6,0,1,236151,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"138",-6,-6,-6,-6,-6,0,1,512626,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"139",-6,-6,-6,-6,-6,0,1,501619,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"140",-6,-6,-6,-6,-6,0,1,236403,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"141",-6,-6,-6,-6,-6,0,1,333403,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"142",-6,-6,-6,-6,-6,0,1,459435,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"143",-6,-6,-6,-6,-6,0,1,363411,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"144",-6,-6,-6,-6,-6,0,1,325983,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"145",-6,-6,-6,-6,-6,0,1,439219,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"146",-6,-6,-6,-6,-6,0,1,203205,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"147",-6,-6,-6,-6,-6,0,1,216034,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"148",-6,-6,-6,-6,-6,0,1,458661,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"149",-6,-6,-6,-6,-6,0,1,440004,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"150",-6,-6,-6,-6,-6,0,1,205676,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"151",-6,-6,-6,-6,-6,0,1,234582,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"152",-6,-6,-6,-6,-6,0,1,309868,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"153",-6,-6,-6,-6,-6,0,1,509064,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"154",-6,-6,-6,-6,-6,0,1,340227,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"155",-6,-6,-6,-6,-6,0,1,447449,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"156",-6,-6,-6,-6,-6,0,1,531481,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"157",-6,-6,-6,-6,-6,0,1,302911,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"158",-6,-6,-6,-6,-6,0,1,308124,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"159",-6,-6,-6,-6,-6,0,1,356864,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"160",-6,-6,-6,-6,-6,0,1,318497,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"161",-6,-6,-6,-6,-6,0,1,440660,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"162",-6,-6,-6,-6,-6,0,1,311427,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"163",-6,-6,-6,-6,-6,0,1,431512,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"164",-6,-6,-6,-6,-6,0,1,440783,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"165",-6,-6,-6,-6,-6,0,1,412559,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"166",-6,-6,-6,-6,-6,0,1,444532,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"167",-6,-6,-6,-6,-6,0,1,353247,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"168",-6,-6,-6,-6,-6,0,1,520603,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"169",-6,-6,-6,-6,-6,0,1,228938,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"170",-6,-6,-6,-6,-6,0,1,205768,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"171",-6,-6,-6,-6,-6,0,1,332066,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"172",-6,-6,-6,-6,-6,0,1,500135,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"173",-6,-6,-6,-6,-6,0,1,312123,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"174",-6,-6,-6,-6,-6,0,1,520986,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"175",-6,-6,-6,-6,-6,0,1,411112,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"176",-6,-6,-6,-6,-6,0,1,412191,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"177",-6,-6,-6,-6,-6,0,1,322526,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"178",-6,-6,-6,-6,-6,0,1,412207,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"179",-6,-6,-6,-6,-6,0,1,455372,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"180",-6,-6,-6,-6,-6,0,1,505185,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"181",-6,-6,-6,-6,-6,0,1,200718,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"182",-6,-6,-6,-6,-6,0,1,411464,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"183",-6,-6,-6,-6,-6,0,1,314785,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"184",-6,-6,-6,-6,-6,0,1,454584,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"185",-6,-6,-6,-6,-6,0,1,208446,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"186",-6,-6,-6,-6,-6,0,1,222961,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"187",-6,-6,-6,-6,-6,0,1,216683,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"188",-6,-6,-6,-6,-6,0,1,434757,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"189",-6,-6,-6,-6,-6,0,1,364636,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"190",-6,-6,-6,-6,-6,0,1,325419,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"191",-6,-6,-6,-6,-6,0,1,433853,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
"192",-6,-6,-6,-6,-6,0,1,219521,-6,"pre-election interview (only) complete","No special concern",NA,NA,NA,"No post-election interview",NA
